dyad,MonthYear,event_count,goldstein_std,goldstein_min,num_mentions_sum,num_articles_sum,num_sources_sum,high_conflict_count,low_conflict_count,quad4_count,high_conflict_pct,low_conflict_pct,quad4_pct
CHN-JPN,201604,5669,3.879658320901878,-10.0,24885,24477,6004,169,1564,372.0,0.0298112541894514,0.2758863997177633,0.0656200388075498
CHN-JPN,201605,5277,4.044938005541669,-10.0,22350,21889,5526,299,1513,398.0,0.0566609816183437,0.2867159370854652,0.0754216410839492
CHN-JPN,201606,5853,4.145050685019412,-10.0,26104,25317,6144,216,2415,367.0,0.0369041517170681,0.4126089185033316,0.0627028874081667
CHN-JPN,201607,6018,4.126432734308847,-10.0,26073,25362,6391,284,2140,477.0,0.0471917580591558,0.3555998670654702,0.0792622133599202
CHN-JPN,201608,11583,4.079455366308507,-10.0,53866,52718,12415,393,4452,600.0,0.0339290339290339,0.3843563843563843,0.0518000518000518
CHN-JPN,201609,6997,4.243053058299111,-10.0,29243,28684,7320,301,2272,583.0,0.043018436472774,0.3247105902529655,0.0833214234672002
CHN-JPN,201610,5279,3.96063696228141,-10.0,20732,20520,5542,209,1381,281.0,0.0395908315968933,0.261602576245501,0.0532297783671149
CHN-JPN,201611,4943,4.338205339807732,-10.0,21902,21194,5217,272,1328,407.0,0.0550273113493829,0.2686627554116933,0.0823386607323487
CHN-JPN,201612,5883,4.411966927137791,-10.0,26535,25638,6317,408,1961,632.0,0.0693523712391637,0.3333333333333333,0.107428182899881
CHN-JPN,201701,4841,4.699532185628181,-10.0,19341,18977,5051,457,1504,601.0,0.0944019830613509,0.3106796116504854,0.1241479033257591
CHN-JPN,201702,4518,3.940759456445756,-10.0,17765,17387,4724,170,1553,291.0,0.0376272687029659,0.3437361664453298,0.0644090305444887
CHN-JPN,201703,5991,4.257509310080513,-10.0,23424,23017,6451,313,1552,530.0,0.0522450342179936,0.2590552495409781,0.0884660323819061
CHN-JPN,201704,4707,4.1207647272836025,-10.0,17934,17606,5043,205,1177,352.0,0.0435521563628638,0.2500531123858083,0.0747822392181856
